,HOME_TEAM_ID,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home
0,1610612737,113.06060606060606,0.45748484848484844,0.7817272727272727,0.340939393939394,24.303030303030305,44.27272727272727
1,1610612738,116.29032258064517,0.47487096774193543,0.8019354838709677,0.379516129032258,24.161290322580644,45.32258064516129
2,1610612739,107.51515151515152,0.4610606060606061,0.7750303030303031,0.35978787878787877,23.303030303030305,44.54545454545455
3,1610612740,118.48387096774194,0.4686451612903226,0.7376451612903226,0.37654838709677424,27.225806451612904,47.0
4,1610612741,106.97058823529412,0.44255882352941184,0.7431176470588234,0.3544411764705883,23.61764705882353,43.76470588235294
5,1610612742,115.4375,0.46006250000000004,0.7776562500000003,0.36418749999999994,24.1875,46.8125
6,1610612743,111.6875,0.48171875000000014,0.7458750000000002,0.3487187500000001,27.53125,44.75
7,1610612744,107.8529411764706,0.43999999999999995,0.8189705882352942,0.34529411764705875,25.91176470588235,43.794117647058826
8,1610612745,119.7741935483871,0.452967741935484,0.7653548387096772,0.34254838709677427,22.129032258064516,47.645161290322584
9,1610612746,115.70588235294117,0.4655882352941176,0.7679705882352943,0.3679117647058824,24.941176470588236,48.64705882352941
10,1610612747,114.6774193548387,0.48480645161290314,0.7543870967741938,0.36041935483870974,27.322580645161292,47.29032258064516
11,1610612748,117.71875,0.49009375000000005,0.7800624999999999,0.40390625,26.78125,45.65625
12,1610612749,122.0625,0.49209375,0.7153125,0.3747500000000001,27.84375,52.375
13,1610612750,110.41379310344827,0.4273448275862069,0.7256551724137931,0.3186206896551723,23.551724137931036,47.3448275862069
14,1610612751,110.58064516129032,0.45722580645161287,0.7170322580645161,0.36538709677419356,24.06451612903226,48.74193548387097
15,1610612752,105.03125,0.4433749999999999,0.6892812500000001,0.32778125,22.40625,46.1875
16,1610612753,103.39393939393939,0.4335151515151516,0.7444545454545455,0.3241212121212122,24.03030303030303,45.878787878787875
17,1610612754,110.52941176470588,0.47447058823529414,0.7839117647058821,0.35179411764705887,26.441176470588236,44.8235294117647
18,1610612755,111.71875,0.4819375,0.7589062500000001,0.36803125000000003,26.90625,47.40625
19,1610612756,112.05882352941177,0.4678529411764706,0.8125294117647059,0.3452058823529411,26.61764705882353,43.26470588235294
20,1610612757,115.74193548387096,0.4649677419354839,0.8113548387096775,0.3874516129032258,20.64516129032258,47.064516129032256
21,1610612758,109.03333333333333,0.46020000000000005,0.7502333333333332,0.36539999999999995,22.533333333333335,43.1
22,1610612759,112.29032258064517,0.4633548387096773,0.8103870967741937,0.371483870967742,25.548387096774192,46.54838709677419
23,1610612760,113.94117647058823,0.4886470588235293,0.8089411764705882,0.3627941176470588,22.91176470588235,42.6764705882353
24,1610612761,115.70588235294117,0.46705882352941175,0.8011176470588233,0.380264705882353,26.176470588235293,46.11764705882353
25,1610612762,111.84375,0.47840625000000014,0.7665625,0.3774687500000001,22.0625,46.6875
26,1610612763,112.71875,0.472375,0.7658124999999996,0.33868750000000003,27.8125,47.03125
27,1610612764,114.80645161290323,0.4594516129032258,0.7590322580645161,0.36635483870967744,24.870967741935484,44.25806451612903
28,1610612765,109.38235294117646,0.46832352941176475,0.7398529411764704,0.3699411764705882,24.676470588235293,42.64705882352941
29,1610612766,103.19354838709677,0.43551612903225817,0.7497419354838711,0.3383870967741935,23.806451612903224,42.935483870967744
